respondent_id,xyz_vaccine,seasonal_vaccine
26796,0.06424243620370343,0.06973275287725779
26797,0.12929017553880892,0.7672780829652677
26798,0.31061026648989754,0.2602989301891129
26799,0.3035683271307183,0.3789080759893791
26800,0.0525037238004715,0.9157331282708409
26801,0.22116125709082482,0.39616298670762684
26802,0.08849104083423574,0.13749011597807032
26803,0.08702282013692246,0.24458162932877198
26804,0.02984251039486113,0.12767823738194375
26805,0.04550938968664279,0.2410892143355087
26806,0.0555819370472882,0.7170077015714368
26807,0.5293508840136522,0.8637284764476223
26808,0.28308367332009976,0.5823281979513807
26809,0.6155738946249558,0.29481266356343233
26810,0.023069535083177356,0.1705536400435038
26811,0.06974160735403193,0.0842091970065259
26812,0.1251856313238348,0.7528565729223111
26813,0.25971654312606773,0.2271340566056525
26814,0.03457606946581725,0.24130981225636933
26815,0.06314866925387567,0.1803070151331536
26816,0.06078325866182567,0.4018820120383887
26817,0.16615121574929428,0.556090462845272
26818,0.11075740646453643,0.4655975136649934
26819,0.4262906940132616,0.6725148813207391
26820,0.08980365463163147,0.27901934190892275
26821,0.1136077786194629,0.43297329537743007
26822,0.20558210627819695,0.6353906230752449
26823,0.4596121992601712,0.4093509625615593
26824,0.04078892005454208,0.5929813613027214
26825,0.3366435721103417,0.5503170140804322
26826,0.06481338569110774,0.4900346914974272
26827,0.03974083968055284,0.2320204775284571
26828,0.22324557267949757,0.6091304653877014
26829,0.5517703240847089,0.8637531846638538
26830,0.07907529272616849,0.5644309472159585
26831,0.1441263689515526,0.6036708259813052
26832,0.14330599152092494,0.873758149746807
26833,0.011724906518143409,0.3755698795455203
26834,0.15176006320851027,0.5152028737846744
26835,0.24767507039244083,0.7769134844016464
26836,0.23487271113450486,0.579828766662701
26837,0.0534467255540588,0.01871634153817403
26838,0.09677001593263518,0.26543549571610914
26839,0.13438909372252772,0.5510475039305732
26840,0.12449769265746884,0.24088511345461353
26841,0.22125908938553515,0.6319108227320434
26842,0.10751218813220735,0.2955358584619077
26843,0.03793198120335965,0.026369316699545915
26844,0.03626007095802953,0.48393428946253547
26845,0.06478855723330575,0.6880200663387593
26846,0.0523683300046228,0.5107941059851264
26847,0.41706070903947806,0.2620416536408855
26848,0.04815526845254146,0.6886268036734386
26849,0.09482304149653635,0.45968084816439525
26850,0.3677467165360681,0.6060342960130036
26851,0.04032974693423949,0.09830448689439025
26852,0.039505714081294725,0.17837444626912485
26853,0.43892723505757064,0.47598940690640634
26854,0.027324115974309237,0.19671918460689822
26855,0.5245303688968425,0.7211992297190922
26856,0.14614483293498318,0.09488162322113892
26857,0.4591686197361788,0.2973179257338578
26858,0.11814860310695366,0.5515679775854841
26859,0.09894735049686097,0.21658514849064275
26860,0.11784337717737618,0.07580074318716216
26861,0.05202263092861577,0.05838026826127905
26862,0.12821895907720796,0.4120783669609593
26863,0.2019056308420717,0.4708839134694907
26864,0.4315129042701056,0.28565343888118133
26865,0.017259237146494397,0.05116270246177327
26866,0.2019056308420717,0.46535869243825795
26867,0.09942248556977568,0.1847018284097557
26868,0.7380016156394278,0.9036768576024229
26869,0.14489261617210125,0.515695126134671
26870,0.5402452474624564,0.6514660696296499
26871,0.05849522552607387,0.06563342479523236
26872,0.03874419579295519,0.4042120084418706
26873,0.14054618266550337,0.7756341795602691
26874,0.036382838149693425,0.13147089286072924
26875,0.5105464793366121,0.8508570936724935
26876,0.06109811293247999,0.08041630774352812
26877,0.10111409625373141,0.3070246071098413
26878,0.08858525414561205,0.2249178166324126
26879,0.020557996794207355,0.057759339985365865
26880,0.024232179965167536,0.06321774303464907
26881,0.030399103320811513,0.08913294216075929
26882,0.07042806610188423,0.16622401151073968
26883,0.08061324709855297,0.37122636740909204
26884,0.10053268960981489,0.3792568277837052
26885,0.1827635672275489,0.7319620797063523
26886,0.07621957133340757,0.46048120466122344
26887,0.5450264316657706,0.6623237693878584
26888,0.9115060372751789,0.9462920166115834
26889,0.06472038708113716,0.20932440850043904
26890,0.11173313315035213,0.4206867217814721
26891,0.44794976891944066,0.6778426992939092
26892,0.1459610615041256,0.7897832566019247
26893,0.07042806610188423,0.2006461437273955
26894,0.22140008035228811,0.45295069322170833
26895,0.07086319021697206,0.6763272419627481
26896,0.07042806610188423,0.16622401151073968
26897,0.04774938214189929,0.18237178650630295
26898,0.1820888638198035,0.7278383941732094
26899,0.08666407927444332,0.17615014019694689
26900,0.12830774892324462,0.4136439275011278
26901,0.010192982910833847,0.3690198865123001
26902,0.1663072259178696,0.8968972989405141
26903,0.1746155098409457,0.09321152347011805
26904,0.06279976195982054,0.23142533636013116
26905,0.26757842372075463,0.48283692527725736
26906,0.08246024113562647,0.27354547678185986
26907,0.013890792067083933,0.45982557898949045
26908,0.11064671692895672,0.5159311043317852
26909,0.06696270887217552,0.19935891089792343
26910,0.1586771688120664,0.5099226326922804
26911,0.10986944845949505,0.23579704334803417
26912,0.4483822447687678,0.9030108997792612
26913,0.7922007187668187,0.8375654946289705
26914,0.08702282013692246,0.24458162932877198
26915,0.2279892211998597,0.8346577640670928
26916,0.0634168282378305,0.2540460134029374
26917,0.007363557812284981,0.05944246389651477
26918,0.6335671349506902,0.8075293560832634
26919,0.28308367332009976,0.5310006804188342
26920,0.049199964624836744,0.2400982248658881
26921,0.1168902258391132,0.8061088134807718
26922,0.04068142512533159,0.7979692184753473
26923,0.05678593704364593,0.33089314740461134
26924,0.5657228160007918,0.791434709824632
26925,0.16174109165921233,0.6836041286570844
26926,0.529989080385066,0.6096887955198455
26927,0.338909443169663,0.6910377727621794
26928,0.07505194103570458,0.6552160828815699
26929,0.10734987259666767,0.26666086074519474
26930,0.5206649700811729,0.8017732792245164
26931,0.11328975924506741,0.312320219118436
26932,0.046565189482565064,0.68699322379853
26933,0.06332969806769863,0.6748344216780847
26934,0.4805422751912286,0.7524940816625242
26935,0.14073166495616465,0.47642271959746296
26936,0.4979484826957915,0.3396135593192634
26937,0.19099819113877972,0.4389777371165769
26938,0.11044904948542131,0.15472317537101807
26939,0.03608801929122663,0.08252928112975139
26940,0.07655468652133704,0.23977972796792735
26941,0.048058933466031364,0.25113940333477486
26942,0.5278422200657847,0.7900548363853398
26943,0.15989309125517542,0.8034926987987958
26944,0.09894735049686097,0.21658514849064275
26945,0.08702282013692246,0.32353568223235196
26946,0.11058304755094818,0.6432221014239521
26947,0.15477714955096566,0.5036848791932318
26948,0.024233069459372928,0.07353053481548416
26949,0.008863064450973712,0.020145539129105428
26950,0.0281366799244565,0.42475280135635934
26951,0.07042806610188423,0.2006461437273955
26952,0.8477704096254354,0.9320871895829277
26953,0.6123455581177194,0.8882813417163563
26954,0.07113008918201699,0.24232057017967343
26955,0.12329655628599993,0.3471646681829135
26956,0.17421428112246756,0.5162343017018225
26957,0.02894862165305163,0.8222197900813715
26958,0.2864571931546457,0.8715314864068637
26959,0.052407751953891864,0.3661690801295382
26960,0.05034699962450921,0.06003930085258263
26961,0.16012807024532646,0.31394788695169723
26962,0.1389773986604821,0.7830701188326898
26963,0.16525897557776906,0.3357928076853485
26964,0.043085548403401015,0.12161471965750167
26965,0.7192442048263886,0.8882462222164864
26966,0.011390599147353957,0.031459324641277826
26967,0.16930581119953753,0.41488696387267726
26968,0.04446900566091619,0.6947333075022153
26969,0.02742162547644321,0.10908330943397422
26970,0.7739289732808324,0.5980496456173938
26971,0.07272085019015963,0.23078758076400957
26972,0.01114807812540639,0.06621665366343214
26973,0.08960191736358393,0.28231089114195473
26974,0.12387253980934197,0.3542772041335128
26975,0.0635694618797605,0.44162925848726914
26976,0.7670526052221893,0.5065312363299717
26977,0.049052263015855434,0.158196988628526
26978,0.02748850460077556,0.6225410471970092
26979,0.4842878059664344,0.7701263112222538
26980,0.01725859910480951,0.045737099644815926
26981,0.0780486336058243,0.3816464286642403
26982,0.5923476665085279,0.869184045267547
26983,0.1065399925302966,0.31953169248350444
26984,0.09894735049686097,0.2539789633650231
26985,0.03594522632037532,0.254241159120163
26986,0.16480682649955913,0.3721311103321186
26987,0.08702282013692246,0.24458162932877198
26988,0.034393232780918125,0.12215392582237335
26989,0.22960722920500662,0.6327424920675394
26990,0.018427429696364458,0.054765846763495364
26991,0.32380302192548804,0.6368319817291389
26992,0.31098484157728,0.4612072908955553
26993,0.14651118794537135,0.6593880028999783
26994,0.19718376017132666,0.4756315161754707
26995,0.1632047910230514,0.5262390967196069
26996,0.34209897747756246,0.5201695180186757
26997,0.029902630938693855,0.1735682829039901
26998,0.02984251039486113,0.09015061180185187
26999,0.46219609849079923,0.5890737811865132
27000,0.07609484044815715,0.1689802298499341
27001,0.03624575665598635,0.536420574344842
27002,0.007275336733946533,0.16986322407632656
27003,0.02798260833800431,0.06426492527779885
27004,0.1955276851798729,0.5287632823152192
27005,0.3923788959293269,0.7379090083378407
27006,0.751961393363636,0.765862412412185
27007,0.0847572855380613,0.3051074416133671
27008,0.04941037127911332,0.061642105571021365
27009,0.09677001593263518,0.26543549571610914
27010,0.09894735049686097,0.2539789633650231
27011,0.12280839586005347,0.2599064766059264
27012,0.3690264949305473,0.5674086707166631
27013,0.09677001593263518,0.26543549571610914
27014,0.05993224223483372,0.49719213906126863
27015,0.16930581119953753,0.47167252484214794
27016,0.04592550345320108,0.14698597724796997
27017,0.4132556871835203,0.6667795191062456
27018,0.10165278425693013,0.21181160147793174
27019,0.8285883229223515,0.8983321820108248
27020,0.2169421011668235,0.35611881629169784
27021,0.133347731144357,0.5319107235765583
27022,0.14935483853415726,0.24499335238526582
27023,0.10350079401126,0.206089574275191
27024,0.09314873032735858,0.24781385890133492
27025,0.08735013488638046,0.09518614403380919
27026,0.13946097950948733,0.48854628956117013
27027,0.0523683300046228,0.453340048738942
27028,0.24278636076309856,0.650809874281044
27029,0.0846147102941378,0.4186985941362347
27030,0.28149465543172986,0.6748015199418567
27031,0.13519305674252527,0.762592731947233
27032,0.19099819113877972,0.4389777371165769
27033,0.1866149163249497,0.4716780340489243
27034,0.009106170926478602,0.7659922015536061
27035,0.10986944845949505,0.23182170885684347
27036,0.1423457154283959,0.5125202098205068
27037,0.7185142161683549,0.8280690612464605
27038,0.057562791211096975,0.05064289767079404
27039,0.7183298086183355,0.8139745924655203
27040,0.21468450861511282,0.21780539217097292
27041,0.07832052647976269,0.308678085920143
27042,0.06478855723330575,0.6365708960681904
27043,0.43402679869170924,0.7326048808725956
27044,0.005970496277320957,0.031277532408804584
27045,0.132125712217981,0.5077962543807581
27046,0.08061324709855297,0.24503175885985543
27047,0.6055646224581285,0.582287939657747
27048,0.17064728228562573,0.2673226244965198
27049,0.32469097660125634,0.9029816823554119
27050,0.051988231327533614,0.3772686958836979
27051,0.16930581119953753,0.41488696387267726
27052,0.14316785306816754,0.4991746313012249
27053,0.8505247033666056,0.8849374768966299
27054,0.018959540800648607,0.10895750934711033
27055,0.10620860921903379,0.879232080596754
27056,0.027815806593552147,0.13180057061424894
27057,0.030399103320811513,0.07361478723453448
27058,0.7479291907772722,0.84100499193573
27059,0.061705137996753694,0.19271239433008977
27060,0.02593707383259864,0.2310332492763664
27061,0.0993726586261073,0.5137178799001346
27062,0.052415601034783176,0.581941850697339
27063,0.06478855723330575,0.547989460161067
27064,0.24819251493965952,0.7120998897150328
27065,0.07226987770145032,0.42062647677690257
27066,0.04581367047647002,0.6250168024346533
27067,0.3713118241884007,0.6142099253699731
27068,0.8250777202637808,0.9245710259751043
27069,0.506796261875934,0.850380036697245
27070,0.026005712215597873,0.08611527794097382
27071,0.055273726814574056,0.14521118132601454
27072,0.15058280411458816,0.8978209559210896
27073,0.029524132031389726,0.7476418244625632
27074,0.04157686408792018,0.31261740497125656
27075,0.7578851352784756,0.8984694386312401
27076,0.6721603766395386,0.8277520991595135
27077,0.08027860555084025,0.2088220284759336
27078,0.23038724133742394,0.810232707269947
27079,0.2772641673958675,0.9087614523351543
27080,0.05399983481243833,0.21033345416415278
27081,0.03195413044614434,0.8333239048635984
27082,0.20824005353693012,0.5281270420291063
27083,0.12548720836998342,0.4781121320296226
27084,0.8396094404998412,0.5841491543295885
27085,0.044906785786409754,0.032919412405125026
27086,0.08876562155529402,0.16659636140552417
27087,0.2019056308420717,0.3759560433209482
27088,0.1431785410366642,0.573013603651357
27089,0.24676119979240174,0.40880612561207397
27090,0.1612717791498466,0.3436027268685178
27091,0.5068792116189103,0.09984603754217615
27092,0.08243520901144165,0.21947834003620356
27093,0.1648232558380347,0.2702237822823374
27094,0.0028705030417949563,0.016116659237773705
27095,0.049199964624836744,0.2400982248658881
27096,0.03540796230929768,0.45346887257544793
27097,0.6082992723112332,0.7841465462411504
27098,0.5746032075162976,0.8446445140440331
27099,0.16188461475344293,0.34418606137529045
27100,0.0555819370472882,0.7170077015714368
27101,0.09112775438166454,0.477699906145217
27102,0.08117679688192479,0.8481324081588203
27103,0.006151096925204097,0.03628247467811288
27104,0.2858639736294119,0.5376343255923517
27105,0.02541246039424298,0.5229529188279296
27106,0.4542825166670893,0.685731127541221
27107,0.5289695082235472,0.8507105592378148
27108,0.10053268960981489,0.3792568277837052
27109,0.061705137996753694,0.16237563574015573
27110,0.03974083968055284,0.23599817339010074
27111,0.04543754835990673,0.28059138215624085
27112,0.3386669907783664,0.7794006730116525
27113,0.08286348744843336,0.23982317699475766
27114,0.1050037183280353,0.35065284788206175
27115,0.7194282475531781,0.9150631462704911
27116,0.14275150852284157,0.8105885243558092
27117,0.06314866925387567,0.1515564899051542
27118,0.08702282013692246,0.24458162932877198
27119,0.05348591685208534,0.2404820141073573
27120,0.26277595012519855,0.9180835294103462
27121,0.016040744599880336,0.6201274768714967
27122,0.08140790435106592,0.37921686697495743
27123,0.12298078949769566,0.3507812159263445
27124,0.07293435439083153,0.33530103946489176
27125,0.014168847721463667,0.049292879952637925
27126,0.3692920512629,0.1775671301421895
27127,0.035539290882173835,0.15865674615476116
27128,0.18586108994003817,0.41878927722202874
27129,0.6476177534345238,0.7654258085891937
27130,0.13109169628503323,0.26327064799489136
27131,0.0605021510368267,0.08693393982152027
27132,0.5105464793366121,0.8508570936724935
27133,0.1377622427106887,0.48218983524679093
27134,0.6346167331901653,0.8640055076359672
27135,0.2770386586921971,0.6385037366798183
27136,0.08061324709855297,0.2855467916413138
27137,0.06458768816051567,0.18861889452618896
27138,0.1498731088708217,0.4241386884397103
27139,0.15050348266040986,0.09457422288693793
27140,0.9115060372751789,0.9462920166115834
27141,0.5535688137191338,0.8100579805321518
27142,0.05626110115564036,0.2124706010375801
27143,0.2958124123495145,0.6572396794932823
27144,0.05946353851137371,0.07431459761163477
27145,0.562926798780583,0.7281633203754972
27146,0.04676644254397371,0.8307821826161981
27147,0.0738527624987593,0.24433056372388376
27148,0.12362792904562828,0.2280972459738334
27149,0.3178352063307451,0.151701684947697
27150,0.6248039867784748,0.9569274691902768
27151,0.11004294708177294,0.6146214801621193
27152,0.04157686408792018,0.307868702788872
27153,0.24278636076309856,0.6084079304379854
27154,0.7133126824702427,0.8727832158562577
27155,0.14186343455305156,0.5872879514282949
27156,0.0147463580040001,0.16228078102665003
27157,0.022026522258112843,0.5053322003043095
27158,0.053728821671698075,0.18035614639475833
27159,0.061705137996753694,0.2607009043169809
27160,0.24944609709640003,0.4265634935162184
27161,0.23966405658301784,0.5412616158213525
27162,0.1525121959181695,0.9001767281590853
27163,0.46718992869893106,0.6354999990159316
27164,0.26821833509052206,0.14917436950553806
27165,0.546147968769906,0.8438192790124376
27166,0.0647256610728459,0.22448472897765112
27167,0.16059469175766877,0.576162974511636
27168,0.13763251687087863,0.8277564018794644
27169,0.36282165670248573,0.6235510924999594
27170,0.30676128178627043,0.7163056615357761
27171,0.041994739760943346,0.2946397367508963
27172,0.03513971180007732,0.6968412760590655
27173,0.24278192568157747,0.6209116153683698
27174,0.09340443851128549,0.49371559225711115
27175,0.0571034680998876,0.20360615140827779
27176,0.4363613450932698,0.8836333938125548
27177,0.74223473350497,0.9161341154557524
27178,0.09894735049686097,0.2539789633650231
27179,0.11328975924506741,0.3961977495386607
27180,0.31787470417488417,0.431887612979419
27181,0.032608084511541055,0.6794293843874838
27182,0.6897928433612917,0.9029908347756193
27183,0.0397983813124758,0.33618037291478714
27184,0.0405741515601159,0.4093115894830687
27185,0.560770278349015,0.858843746908462
27186,0.17472564248239303,0.6494826001595841
27187,0.20824005353693012,0.43106059836018873
27188,0.07226987770145032,0.4720227729889302
27189,0.10960070081193266,0.5129599937547069
27190,0.41129474169219876,0.8253142579467772
27191,0.16887693211653562,0.9384243309836583
27192,0.5522542386123259,0.835803292056098
27193,0.00693033710878604,0.03659357469589644
27194,0.14611624593998832,0.4832132982700421
27195,0.03366869187541898,0.18608323873581267
27196,0.2581257301585528,0.2306841138989542
27197,0.0826666480833531,0.796708027485961
27198,0.8883204261593092,0.9473961840964861
27199,0.03208380312374202,0.04765923367551227
27200,0.2720552951880494,0.6838600403309428
27201,0.642505947510844,0.8526006187780405
27202,0.1367617525667156,0.13530172576399868
27203,0.07609484044815715,0.14172352623502393
27204,0.04032974693423949,0.10028915165300777
27205,0.11958081204053514,0.39037192166703316
27206,0.1904406701631806,0.4565769740749015
27207,0.13311596800133382,0.430525313703617
27208,0.7416496471863587,0.3942230323152948
27209,0.17421428112246756,0.5162343017018225
27210,0.21747019863504644,0.2680341318890108
27211,0.10835407539625397,0.29141974003076065
27212,0.46052937513951897,0.8103031668045759
27213,0.2531338847821938,0.4410496082324956
27214,0.039505714081294725,0.16286729476383494
27215,0.10115248392434825,0.5952565105390435
27216,0.10479298670732834,0.7359727298231351
27217,0.04524011771547865,0.18295510318840255
27218,0.5808425700307225,0.8245646892927113
27219,0.4542825166670893,0.685731127541221
27220,0.29947263579822836,0.7223191088998943
27221,0.11017905958284485,0.341571701245155
27222,0.23861454156911424,0.6324999265985439
27223,0.0476725317359065,0.6215507563379137
27224,0.2449399027321136,0.6729037855814687
27225,0.21330217327643142,0.328570945586527
27226,0.02519026698099472,0.2712796515922486
27227,0.09677001593263518,0.26543549571610914
27228,0.44906871343273275,0.76111538318567
27229,0.7421485815219797,0.9303148995451478
27230,0.13739508082858146,0.937833657110295
27231,0.5024254707933287,0.8986495915723957
27232,0.13926588566271722,0.7174657562166293
27233,0.39537505165775616,0.31184722171445894
27234,0.054562940731578864,0.04452810990277915
27235,0.7744631873188055,0.8830078183356292
27236,0.10295286325175322,0.899479297041919
27237,0.3713118241884007,0.6142099253699731
27238,0.18910057105097253,0.5217028030115182
27239,0.5271630404673134,0.2269746845514829
27240,0.05812151689487718,0.36972958150536944
27241,0.09677001593263518,0.26113122474170897
27242,0.12060740247162588,0.45930017314405364
27243,0.06662899974625089,0.1669597676332002
27244,0.0652210998970862,0.21187068093152578
27245,0.1163891613805169,0.4737865194144515
27246,0.798154750700981,0.9227432120038556
27247,0.17804731988193814,0.8903812223875288
27248,0.16174109165921233,0.6836041286570844
27249,0.07807240108897052,0.4200332410534907
27250,0.09677001593263518,0.3480200687868841
27251,0.07794489394338099,0.17148670401822053
27252,0.1940452885135573,0.45355199045463657
27253,0.06183621818621124,0.7956634792270105
27254,0.8458664622079588,0.9171465696230414
27255,0.12830774892324462,0.3223630088911801
27256,0.538302487436254,0.9321970720284058
27257,0.34209897747756246,0.4681794692230148
27258,0.379075685608233,0.5504615216550549
27259,0.5717722217733499,0.7814265166490032
27260,0.13222596170081954,0.4449675716507559
27261,0.09842142865714323,0.3595013661522023
27262,0.2019056308420717,0.4259065278503984
27263,0.07751830952584524,0.19827287245619113
27264,0.06898002614202989,0.10003781272361326
27265,0.0687532440659236,0.4161514258151937
27266,0.09997709815115463,0.30696769648764
27267,0.3191525245868237,0.9000527470853917
27268,0.023569463630533017,0.2948537392055559
27269,0.7977346513002647,0.6100602403662554
27270,0.03820374838393696,0.09198189903105812
27271,0.05426055216616349,0.33652188988498494
27272,0.016883341837678645,0.5850653935227305
27273,0.07870526529930742,0.3201940342820721
27274,0.11328975924506741,0.4015185085431402
27275,0.20405467180107043,0.4221663387220301
27276,0.019439841360828894,0.23032185041751999
27277,0.049702499494235705,0.6751385025256487
27278,0.18005260325795486,0.45839231404042796
27279,0.0943197669170675,0.1712008202941525
27280,0.33077036335653937,0.5612537417254683
27281,0.07771059688759317,0.4358774326897138
27282,0.08301034573321159,0.800691476606648
27283,0.008102585526801261,0.0418105382815834
27284,0.11856742234524402,0.3472664501111684
27285,0.10506512068060628,0.2559949491447943
27286,0.06179301170810298,0.11609515986435069
27287,0.16525897557776906,0.4790694302995543
27288,0.4549784630922471,0.7470207426747479
27289,0.3572119987867124,0.4886164177013372
27290,0.03546355885811967,0.3155581676126831
27291,0.5844518840008551,0.8291753719175846
27292,0.04714232366519803,0.5681628984462692
27293,0.08592300562391182,0.9226371523525088
27294,0.024233069459372928,0.08724912923571757
27295,0.27064055765071754,0.7851486221412524
27296,0.06331007261734616,0.7006668872245487
27297,0.10522194369673955,0.8879751029991285
27298,0.132125712217981,0.5077962543807581
27299,0.2334328186201111,0.4912108883764208
27300,0.17586610193486465,0.9117291466606402
27301,0.017259237146494397,0.06357441425688956
27302,0.10960070081193266,0.5129599937547069
27303,0.0278311635790829,0.1433121378276609
27304,0.07248216136775067,0.5441771138575978
27305,0.044788945380752024,0.07116974063488811
27306,0.18809234480920392,0.3768616792698873
27307,0.7736720422234015,0.8572069375562141
27308,0.22140008035228811,0.45295069322170833
27309,0.46651458118829087,0.8914433137925944
27310,0.04399352028677473,0.05726697852881339
27311,0.10206663637772777,0.2892332320130243
27312,0.071830152538506,0.26764986902334736
27313,0.08702282013692246,0.20818529693337892
27314,0.05973728909076544,0.13690469567264618
27315,0.11091770996127008,0.3261997638701028
27316,0.24734488456883777,0.49445880475650517
27317,0.0805938894139403,0.20604798376792738
27318,0.22755925774901756,0.3646453253839006
27319,0.39427975906444945,0.7679471279704541
27320,0.4569299959546844,0.7354590282737452
27321,0.05093863190605428,0.37277607462503864
27322,0.266624453686217,0.0760559102354921
27323,0.08690626650537621,0.6157109180848572
27324,0.37708746314719077,0.5999956522917768
27325,0.6547070997941689,0.8321647691173872
27326,0.15850427301312775,0.5741424861324409
27327,0.0726617320769836,0.13056079616700858
27328,0.13073831285555035,0.49541521259258575
27329,0.11328975924506741,0.4015185085431402
27330,0.0094752821791128,0.2525781833377498
27331,0.10986944845949505,0.2753420318418005
27332,0.13510024067560894,0.825006283272348
27333,0.5544193477534705,0.7640284017325335
27334,0.05623928375687085,0.06654452176543472
27335,0.1965278826462555,0.2871944484329219
27336,0.12830774892324462,0.2794381470452877
27337,0.3540764259526873,0.8758520772860818
27338,0.23875884180428544,0.48777404154421866
27339,0.31787470417488417,0.431887612979419
27340,0.015384383936755156,0.057341707337998406
27341,0.22140008035228811,0.40204970165852594
27342,0.023203435380837863,0.6547756048223142
27343,0.061705137996753694,0.19271239433008977
27344,0.1852454887455145,0.31356981403213463
27345,0.05812151689487718,0.24384646425027526
27346,0.6897928433612917,0.9029908347756193
27347,0.5882330078098376,0.8176650231239262
27348,0.09894735049686097,0.21284349943046307
27349,0.09245682131205996,0.3718546402147983
27350,0.10826713860183788,0.8576820946150361
27351,0.7624443571377602,0.8493432091872797
27352,0.13155639354028098,0.44884461357278643
27353,0.011611413804069439,0.20673636069641196
27354,0.14711860099600957,0.3443385868514477
27355,0.30483550779630286,0.49179323049628604
27356,0.26461399173629446,0.609893516889544
27357,0.08027860555084025,0.2404772979806681
27358,0.20345138616895486,0.5214183665440367
27359,0.27659455052104576,0.582216424816168
27360,0.19608675139551718,0.6608279358820102
27361,0.034546034247455094,0.8233421463800163
27362,0.20405467180107043,0.5190571840799323
27363,0.1492976444102761,0.28849362044383825
27364,0.07336241945945964,0.3265865601028942
27365,0.2334328186201111,0.5421515444020154
27366,0.3970836553086992,0.40202511482880054
27367,0.20185701649312718,0.5384924962665428
27368,0.09704673754077309,0.37793038085110625
27369,0.07609484044815715,0.14172352623502393
27370,0.01611170521833936,0.687233116706038
27371,0.31629420759928306,0.49827414154128696
27372,0.07272085019015963,0.23078758076400957
27373,0.7524890459237621,0.8076555560417571
27374,0.02507942120086565,0.16641582216258927
